Site Name,WO#,Fault/Event Start,Fault End,Date When Marked Complete/Incomplete,Description
Ridgeback,27485,"Aug 16, 2023 07:45:00 AM","Aug 16, 2023 08:35:00 AM",,Site offline
Collier,27487,"Aug 16, 2023 10:15:00 AM","Aug 16, 2023 04:26:00 PM",,INV 3 offline (ground fault / Unspecified HW fault)
"Kaiser Creek Solar, LLC",27490,"Aug 16, 2023 02:03:00 PM",,,"UAV Follow Up @ Kaiser Creek: 1 String Inverter Offline, 5 Misaligned Trackers, 3 String Anomalies, 2 Damaged Modules"
Bartow,27495,"Aug 16, 2023 02:45:00 PM","Aug 21, 2023 05:12:00 PM","Sep 07, 2023 10:16:00 AM",INV 1C.1 offline (grid voltage out of range)
Bartow,27496,"Aug 16, 2023 02:45:00 PM","Aug 21, 2023 05:12:00 PM","Sep 07, 2023 10:17:00 AM",INV 3A.3 offline (grid voltage out of range)
Tumbleweed,27498,"Aug 16, 2023 05:29:00 PM","Sep 06, 2023 11:30:00 AM",,"Tumbleweed - INV 9.09 - Offline (The DC component of AC current has exceeded inverter limit
Stop due to fault)"
Cottonwood,27497,"Aug 16, 2023 07:08:00 PM","Aug 16, 2023 08:09:00 PM",,Cottonwood - Site - Offline (transfer trip)
South Robeson,27514,"Aug 16, 2023 11:00:00 PM",,,INVs C1 & C2 offline and not communicating (along with weather stations)
Freemont,27503,"Aug 17, 2023 12:15:00 AM","Aug 17, 2023 07:35:00 AM",,Site offline
Bartow,27504,"Aug 17, 2023 06:45:00 AM","Aug 21, 2023 05:12:00 PM","Sep 07, 2023 10:23:00 AM",1D.4 offline
Bani,27426,"Aug 17, 2023 07:00:00 AM","Aug 18, 2023 02:00:00 PM","Aug 18, 2023 02:31:00 PM",Mow array and spot spray as needed
Arba,27525,"Aug 17, 2023 08:00:00 AM","Aug 21, 2023 02:55:00 PM","Aug 21, 2023 03:11:00 PM",Arba Solar - Weather Station - No Comms
Faison,27500,"Aug 17, 2023 08:37:00 AM","Aug 18, 2023 12:00:00 PM","Aug 18, 2023 12:00:00 PM",Faison - NESM/Radian UAV Inspection
Gastonia Solar,27501,"Aug 17, 2023 08:52:00 AM",,,Order spare Breaker 
Fort Rock Solar IV,27516,"Aug 17, 2023 09:30:00 AM","Aug 17, 2023 07:04:00 PM",,INV 7 offline
,27506,"Aug 17, 2023 09:40:00 AM",,"Aug 17, 2023 11:41:00 AM",Truck wash 112 
HCE Johnson I,27502,"Aug 17, 2023 09:56:00 AM","Sep 08, 2023 10:45:00 AM","Sep 08, 2023 10:45:00 AM",Inverter 3 off-line 
Bartow,27505,"Aug 17, 2023 10:32:00 AM","Aug 21, 2023 05:12:00 PM","Sep 07, 2023 10:29:00 AM",1D.7 intermittently Offline
Lakeview,27509,"Aug 17, 2023 11:33:00 AM","Aug 17, 2023 12:45:00 PM",,Lakeview - Site - Offline (Grid Event)
Soluga IV,27519,"Aug 17, 2023 01:25:00 PM","Aug 18, 2023 10:30:00 AM","Aug 18, 2023 02:49:00 PM",INV 1 offline (phase imbalance)
PCSP 1,27488,"Aug 17, 2023 02:24:00 PM","Aug 22, 2023 12:49:00 PM",,"Mow/graze, spot spray as needed"
Sheep,27235,"Aug 17, 2023 02:27:00 PM","Aug 07, 2023 02:00:00 PM",,Sheep - Pine Gate Renewables UAV Inspection
Sheep,27511,"Aug 17, 2023 02:31:00 PM",,,UAV Follow Up @ Sheep: Combiner Box 1-20 Offline
,27512,"Aug 17, 2023 02:36:00 PM","Aug 11, 2023 02:00:00 PM",,Replace tires on truck 008
,27521,"Aug 17, 2023 02:50:00 PM","Aug 18, 2023 11:25:00 AM","Aug 21, 2023 11:25:00 AM",order 30T fuse links
Minnie,27513,"Aug 17, 2023 03:05:00 PM","Sep 01, 2023 05:00:00 PM",,Minnie - Inverter and Combiner DAS/Site Label Reconciliation (and Comms C Board swapback)
Augusta,27517,"Aug 17, 2023 03:45:00 PM","Aug 18, 2023 09:45:00 AM",,INV 5 offline (islanding)
Augusta,27518,"Aug 17, 2023 04:20:00 PM","Aug 18, 2023 09:45:00 AM",,INV 11 offline
Gastonia Solar,27520,"Aug 17, 2023 04:48:00 PM","Aug 18, 2023 07:55:00 AM",,Gastonia - INV 2.14.35 - Offline
Freemont,27526,"Aug 17, 2023 11:50:00 PM","Aug 18, 2023 09:02:00 AM",,Site offline
Jersey Solar,27530,"Aug 18, 2023 05:45:00 AM","Aug 18, 2023 12:05:00 PM","Aug 21, 2023 11:36:00 AM",INV 3 not communicating
Gauss,27318,"Aug 18, 2023 07:00:00 AM","Aug 18, 2023 04:48:00 PM","Aug 21, 2023 07:39:00 AM",Mow array and spot spray as needed
Audrey,27527,"Aug 18, 2023 07:00:00 AM","Aug 18, 2023 02:00:00 PM",,INV 2 low coolant pressure
Bartow,27528,"Aug 18, 2023 07:00:00 AM","Aug 21, 2023 05:12:00 PM","Sep 07, 2023 10:38:00 AM",INV 3B.1 intermittently offline (Insulation Resistance Low)
Fayetteville PWC,27575,"Aug 18, 2023 07:30:00 AM","Aug 18, 2023 02:45:00 PM",,INV 3 offline
"Carnes Creek Solar, LLC",27543,"Aug 18, 2023 10:00:00 AM","Aug 22, 2023 06:10:00 PM",,Carnes Creek - Tracking - Stow + No Remote Access to Tracker Controller
Dayton Cutoff,27531,"Aug 18, 2023 11:15:00 AM","Aug 18, 2023 09:25:00 PM",,Site offline (Equipment below the meter not communicating)
Cottonwood,27529,"Aug 18, 2023 11:26:00 AM","Aug 18, 2023 12:07:00 PM",,Cottonwood - Site - Offline (transfer trip)
Bartow,27532,"Aug 18, 2023 11:55:00 AM","Sep 01, 2023 02:41:00 PM","Sep 06, 2023 12:34:00 PM",2B.7 offline
Quarter Horse,27536,"Aug 18, 2023 02:00:00 PM",,,INV B2-15 offline
Sheep,27538,"Aug 18, 2023 02:00:00 PM","Aug 19, 2023 06:43:00 PM",,Sheep - Site - Offline (No Comms)
Bartow,27535,"Aug 18, 2023 02:15:00 PM","Aug 21, 2023 05:12:00 PM","Sep 07, 2023 10:44:00 AM",INV 3C.7 offline (Insulation Resistance Low)
Weaver,27584,"Aug 18, 2023 03:30:00 PM",,,"Inv 11 - Strings 1, 5, 6, 7,  and 8 "
Arba Solar Energy Storage,27569,"Aug 18, 2023 04:26:00 PM","Aug 21, 2023 12:13:00 PM","Aug 21, 2023 12:23:00 PM","5, 11, 28, 29 and 30 not producing"
Drift Creek,27539,"Aug 18, 2023 04:30:00 PM","Sep 06, 2023 01:06:00 PM",,"Drift Creek - INV 10 - Offline (Permanent fault of power module - Fault0010)
"
Fort Rock Solar I,27547,"Aug 18, 2023 06:45:00 PM","Aug 19, 2023 02:15:00 PM",,"Fort Rock 1 - Inverter, Weather Station - No Comms"
Connley Collector Station,27548,"Aug 18, 2023 06:45:00 PM",,,"Connley Collector - Comms Disruption (VPN=Good, Ignition SCADA = Bad)"
Freemont,27540,"Aug 18, 2023 11:45:00 PM","Aug 21, 2023 07:57:00 AM",,Freemont - Site - Offline
Sadiebrook,27546,"Aug 19, 2023 07:00:00 AM","Aug 22, 2023 10:30:00 AM","Aug 22, 2023 11:13:00 AM",Sadiebrook - INV 3 - Offline
Starvation Solar I,27545,"Aug 19, 2023 09:30:00 AM","Sep 01, 2023 07:28:00 PM",,Starvation - INV 6 - Offline (Hardware Fault)
Riley Solar I,27544,"Aug 19, 2023 10:00:00 AM",,,Riley - INV 7 - Offline (Frequency Abnormal Backup Power Supply Abnormal)
Tumbleweed,27611,"Aug 19, 2023 01:00:00 PM",,,Tumbleweed - INV 4.06 - Offline (Islanding)
Riley Solar I,27549,"Aug 19, 2023 04:00:00 PM","Aug 20, 2023 03:15:00 PM",,Riley - INV 8 - Offline and No Comms
Adams,27591,"Aug 19, 2023 04:30:00 PM",,,Adams - INV 14 - External Fan Err (derating ~40%)
Ridgeback,27551,"Aug 19, 2023 07:40:00 PM","Aug 19, 2023 08:48:00 PM",,Ridgeback - Site - Offline (Grid Fault)
Agate Bay,27554,"Aug 19, 2023 10:15:00 PM","Aug 20, 2023 08:20:00 AM",,Agate Bay - Site - Offline (Grid Outage)
Penny Hill,27552,"Aug 19, 2023 11:45:00 PM",,,Penny Hill - Site - Offline (No Grid Voltage)
Minnie,27555,"Aug 20, 2023 01:45:00 PM","Aug 21, 2023 10:30:00 AM",,Minnie - Site - Offline (C-phase down)
Albertson,27398,"Aug 21, 2023 07:00:00 AM",,"Sep 06, 2023 03:35:00 PM",Mow array and spot spray as needed. 
,27562,"Aug 21, 2023 07:00:00 AM",,"Aug 22, 2023 07:27:00 AM",Landscaping South vegetative equipment hour meter reading entry
Minnie,27205,"Aug 21, 2023 07:01:00 AM","Aug 22, 2023 02:27:00 PM",,Minnie - Menlo Capital Annual Inspection
,26752,"Aug 21, 2023 07:55:00 AM",,,Vehicle Quarterly Inspection - VEH-114
Grantham Middle School,27588,"Aug 21, 2023 08:00:00 AM",,"Aug 22, 2023 02:38:00 PM","Grantham Middle School - Brady UAV Inspection

PM Inspections paused indefinitely per client request while assets are waiting for replacement."
Sonne Two,27389,"Aug 21, 2023 08:49:00 AM","Sep 05, 2023 03:00:00 PM",,"Mow array and buffer, spot spray as needed"
Amethyst,27523,"Aug 21, 2023 08:50:00 AM",,,"Mow array and buffer, spot spray as needed"
Audrey,27524,"Aug 21, 2023 08:50:00 AM",,,"Mow array and buffer, spot spray as needed"
Owen,27566,"Aug 21, 2023 08:51:00 AM","Sep 05, 2023 03:00:00 PM",,"Mow array and buffer, spot spray as needed"
Gastonia Solar,27286,"Aug 21, 2023 08:52:00 AM",,,Mow array and spot spray as needed
Sophie,27433,"Aug 21, 2023 08:53:00 AM",,,Mow array and spot spray as needed
Faison,27558,"Aug 21, 2023 09:09:00 AM","Sep 08, 2023 01:43:00 PM",,Faison - NESM/Radian Semi-Annual Inspection
Ridgeback,27559,"Aug 21, 2023 09:10:00 AM","Aug 31, 2023 01:00:00 PM",,Ridgeback - Soltage Tri-Annual Inspection
Bani,27577,"Aug 21, 2023 09:45:00 AM",,,Bani - Mistake WO
,27574,"Aug 21, 2023 11:00:00 AM","Aug 24, 2023 04:00:00 PM",,order (3 each)Power Supplies Phoenix Contact UNO-PS/350-900DC/24DC/60W 
"Carnes Creek Solar, LLC",27431,"Aug 21, 2023 12:00:00 PM","Aug 22, 2023 03:32:00 PM",,Carnes Creek - hep Petra Semi-Annual Inspection
Brightwood,27580,"Aug 21, 2023 12:00:00 PM","Sep 01, 2023 02:00:00 PM",,"Brightwood - Site - Offline (Scheduled Outage 8/21 - 8/31, #230699)"
Lakeview,27576,"Aug 21, 2023 01:00:00 PM",,,"CB underperformance: 1.5, 1.20, 1.7, 1.2, 1.9, 2.2, 2.9, 2.11, 2.1, 2.19, 3.3, 3.13, 3.20, 3.17, 4.7, 4.4, 4.10, 4.15, 4.5, 4.20"
Gauss,27606,"Aug 21, 2023 01:12:00 PM","Aug 30, 2023 07:30:00 AM",,Gauss - INV 1.1 - No Data Reporting
Dayton Cutoff,22202,"Aug 21, 2023 01:31:00 PM","Aug 23, 2023 03:00:00 AM",,Dayton Cutoff - Blue Ridge Power UAV Inspection
Bighorn,27239,"Aug 21, 2023 01:33:00 PM","Aug 07, 2023 06:00:00 PM",,Bighorn - Pine Gate Renewables UAV Inspection
Bighorn,27581,"Aug 21, 2023 01:42:00 PM",,,"UAV Follow Up @ Bighorn: 31 Misaligned Trackers, 2 Damaged Modules"
,27560,"Aug 21, 2023 03:03:00 PM",,,CSS Campus - Routine Maintenance
,27556,"Aug 21, 2023 03:44:00 PM",,,Landscaping East vegetative equipment hour meter reading entry
Bani,27597,"Aug 21, 2023 04:00:00 PM","Aug 23, 2023 04:00:00 PM","Aug 25, 2023 10:57:00 AM",INV 14 offline 
1634,27592,"Aug 21, 2023 05:34:00 PM",,"Aug 28, 2023 08:24:00 AM",1634 - Inverter offline (based on relative meter/irradiance)
Dairy,27596,"Aug 21, 2023 11:45:00 PM",,,Dairy - Site - Offline
Gold Mine,27604,"Aug 22, 2023 06:56:00 AM","Aug 24, 2023 11:06:00 AM",,Gold Mine - INV 2 - Offline (Overcurrent protection)
PCSP 3,27567,"Aug 22, 2023 07:18:00 AM","Aug 29, 2023 01:09:00 PM",,"Mow/graze, spot spray as needed"
Siler 421,27434,"Aug 22, 2023 07:51:00 AM",,,"Mow array and buffer, spot spray as needed"
Cotten Farm,27499,"Aug 22, 2023 07:53:00 AM",,,"Mow array and buffer, spot spray as needed"
"Franklin Solar, LLC",27568,"Aug 22, 2023 08:00:00 AM","Aug 28, 2023 03:00:00 PM",,Mow array and spot spray as needed
Spring Creek Middle School,27585,"Aug 22, 2023 08:00:00 AM",,,"Spring Creek Middle School - Brady UAV Inspection

PM Inspections paused indefinitely per client request while assets are waiting for replacement."
Meeks,27233,"Aug 22, 2023 09:58:00 AM","Aug 22, 2023 02:39:00 PM","Aug 22, 2023 02:39:00 PM",Meeks - Alchemy UAV Inspection
Penny Hill,27234,"Aug 22, 2023 09:59:00 AM","Aug 22, 2023 02:40:00 PM","Aug 22, 2023 02:40:00 PM",Penny Hill - Alchemy UAV Inspection
Dairy,27613,"Aug 22, 2023 12:44:00 PM",,,Dairy - Site - Offline (Failed Overhead Equip.)
Bearpond,27605,"Aug 22, 2023 01:14:00 PM",,,Bearpond - CSS administers the Duke MOA self inspection
Dessie,27607,"Aug 22, 2023 01:17:00 PM",,,Dessie - CSS administers the Duke MOA self inspection
Shankle,27608,"Aug 22, 2023 01:18:00 PM",,,Shankle - CSS administers the Duke MOA self inspection
Graham,27609,"Aug 22, 2023 01:19:00 PM",,,Graham - CSS administers the Duke MOA self inspection
Bartow,27639,"Aug 22, 2023 02:25:00 PM","Sep 01, 2023 02:41:00 PM","Sep 06, 2023 12:14:00 PM",INV 1D.3 - Offline (Grid Phase Voltage Out of Range - GrivV.Outlim)
Bartow,27638,"Aug 22, 2023 02:38:00 PM","Sep 01, 2023 02:41:00 PM","Sep 06, 2023 12:10:00 PM", INV 1D.1 - Offline (Grid Phase Voltage Out of Range - GrivV.Outlim)
Bartow,27637,"Aug 22, 2023 02:53:00 PM","Sep 01, 2023 02:41:00 PM","Sep 06, 2023 12:08:00 PM", INV 1B.4 - Offline (Grid Phase Voltage Out of Range - GrivV.Outlim)
Freemont,27612,"Aug 22, 2023 03:21:00 PM","Sep 08, 2023 03:00:00 PM",,"Inv A Replacement - Job Prep

"
ART 1,27422,"Aug 23, 2023 06:54:00 AM","Aug 23, 2023 03:00:00 PM",,ART 1 - Leyline Semi-Annual Inspection
Sadiebrook,27895,"Aug 23, 2023 07:00:00 AM",,,Combiner 3.02 offline
Woodsdale,27618,"Aug 23, 2023 09:09:00 AM",,,Replace the broken load break switch on XFMR 01. 
Battleground,27619,"Aug 23, 2023 09:36:00 AM",,,CSS administers the Duke MOA self inspection
Beulaville,27620,"Aug 23, 2023 09:39:00 AM",,,CSS administers the Duke MOA self inspection
Biscoe,27621,"Aug 23, 2023 09:40:00 AM","Aug 29, 2023 11:30:00 AM",,CSS administers the Duke MOA self inspection
Eden,27622,"Aug 23, 2023 09:41:00 AM",,,CSS administers the Duke MOA self inspection
Ellerbe,27623,"Aug 23, 2023 09:42:00 AM",,,CSS administers the Duke MOA self inspection
Fairmont,27624,"Aug 23, 2023 09:44:00 AM",,,CSS administers the Duke MOA self inspection
Innovative 14,27625,"Aug 23, 2023 09:46:00 AM",,,CSS administers the Duke MOA self inspection
Innovative 15,27626,"Aug 23, 2023 09:47:00 AM",,,CSS administers the Duke MOA self inspection
Israel,27627,"Aug 23, 2023 09:49:00 AM",,,CSS administers the Duke MOA self inspection
Kenansville,27628,"Aug 23, 2023 09:50:00 AM",,,CSS administers the Duke MOA self inspection
Mount Olive Solar,27629,"Aug 23, 2023 09:55:00 AM",,,CSS administers the Duke MOA self inspection
Nick,27630,"Aug 23, 2023 09:56:00 AM","Aug 28, 2023 11:00:00 AM",,CSS administers the Duke MOA self inspection
Taylor,27632,"Aug 23, 2023 10:00:00 AM",,,CSS administers the Duke MOA self inspection
Soluga IV,27640,"Aug 23, 2023 10:00:00 AM",,"Aug 30, 2023 07:32:00 AM", INV 1 - Offline (Grid Imbalance fault)
Turkey Branch,27633,"Aug 23, 2023 10:02:00 AM",,,CSS administers the Duke MOA self inspection
Wallace,27634,"Aug 23, 2023 10:03:00 AM",,,CSS administers the Duke MOA self inspection
Warsaw 1,27635,"Aug 23, 2023 10:05:00 AM",,,CSS administers the Duke MOA self inspection
Warsaw 2,27636,"Aug 23, 2023 10:06:00 AM",,,CSS administers the Duke MOA self inspection
Spring Creek Middle School,27586,"Aug 23, 2023 12:00:00 PM",,,"Spring Creek Middle School - Brady Annual Inspection

PM Inspections paused indefinitely per client request while assets are waiting for replacement."
"Kaiser Creek Solar, LLC",27656,"Aug 23, 2023 12:00:00 PM",,,Kaiser Creek INV 1 not communicating
Dayton Cutoff,27641,"Aug 23, 2023 12:54:00 PM",,,UAV Follow Up @ Dayton Cutoff: 1 Damaged Module
Garner Solar,27642,"Aug 23, 2023 02:32:00 PM","Aug 30, 2023 09:09:00 AM",,No site comms
Selma,27631,"Aug 23, 2023 05:00:00 PM",,,CSS administers the Duke MOA self inspection
Weaver,27644,"Aug 23, 2023 05:30:00 PM",,,INVs 9-16 offline 
ART 4,27423,"Aug 24, 2023 06:57:00 AM","Aug 24, 2023 01:51:00 PM",,ART 4 - Leyline Semi-Annual Inspection
Freemont,27918,"Aug 24, 2023 07:00:00 AM","Sep 10, 2023 09:05:00 AM",,UPS in battery backup mode
Cedar Grove Property,27648,"Aug 24, 2023 07:35:00 AM",,,August Sheep Tasks 
,27649,"Aug 24, 2023 08:16:00 AM",,,Freemont - (mistake WO)
,27652,"Aug 24, 2023 09:20:00 AM",,"Aug 30, 2023 08:15:00 AM",Tractor 707 engine issue-sputtering
Gastonia Solar,27650,"Aug 24, 2023 11:29:00 AM",,,Replace ACC breaker for Pod 1.13.
,27749,"Aug 24, 2023 12:00:00 PM",,,Automate the monthly O&M reporting process
Lakeview,27654,"Aug 24, 2023 12:25:00 PM","Aug 24, 2023 07:00:00 PM",,Lakeview - Site - Offline (Grid Breaker Trip)
Lakeview,27657,"Aug 24, 2023 12:25:00 PM",,,Lakeview - All Inverters - Offline (Following grid outage)
Meeks,27653,"Aug 24, 2023 12:47:00 PM",,"Sep 11, 2023 03:22:00 PM","UAV Follow Up @ Meeks: 1 String Anomaly, 1 Module w/ Electrical Damage, 5 Physically Damaged Modules"
Bartow,27671,"Aug 24, 2023 02:18:00 PM",,,Ship Inv from HQ to site
Nitro,27655,"Aug 24, 2023 03:13:00 PM",,,Spare parts procurement (paired with WO27481 - Faison - Inv 2 Offline).
Grand Ronde,23380,"Aug 24, 2023 04:38:00 PM",,,"Inspection ""Hot Spots present"": • Thermal Image Combiner Box terminations, fuses, and OCPD(s) with IR camera - torque any connections found loose or hot as necessary. Document repairs.  Follow on work order for ""WO 22856"" (triggered by SM1000) for GRAN-INV01-CB1-03 by mmoore.
Technician notes: Tightened loose strings"
Grand Ronde,23381,"Aug 24, 2023 04:40:00 PM",,,"Inspection ""Hot Spots present"": • Thermal Image Combiner Box terminations, fuses, and OCPD(s) with IR camera - torque any connections found loose or hot as necessary. Document repairs.  Follow on work order for ""WO 22856"" (triggered by SM1000) for GRAN-INV01-CB1-08 by mmoore.
Technician notes: Torqued strings"
Grand Ronde,23382,"Aug 24, 2023 04:42:00 PM",,,"Inspection ""Hot Spots present"": • Thermal Image Combiner Box terminations, fuses, and OCPD(s) with IR camera - torque any connections found loose or hot as necessary. Document repairs.  Follow on work order for ""WO 22856"" (triggered by SM1000) for GRAN-INV01-CB1-10 by mmoore.
Technician notes: Torqued strings"
Chiloquin,27737,"Aug 24, 2023 06:00:00 PM",,,INV 9.06 offline (islanding)
Tiburon,27659,"Aug 24, 2023 07:00:00 PM","Aug 24, 2023 09:45:00 PM",,Site offline
1634,27658,"Aug 24, 2023 08:16:00 PM",,,Inverters (No Comms) - PE Daily Production Confirmation (Meter Comparison)
Gauss,27660,"Aug 24, 2023 08:25:00 PM",,, INV 1.1 (No Comms) - PE Daily Production Confirmation (Meter Comparison)
Beulaville,27661,"Aug 24, 2023 08:34:00 PM",,,Block B INVs (No Comms) - PE Daily Production Confirmation (Meter Comparison)
Sedberry Farm,27662,"Aug 24, 2023 08:38:00 PM",,,INV blocks B1 to C2 (Intmt Comms) - PE Production Confirmation Tracking (Meter Comparison as needed)
Chiloquin,27663,"Aug 24, 2023 08:42:00 PM",,,Widespread (INVs No Comms) - PE Daily Production Confirmation (Meter Comparison)
Tumbleweed,27664,"Aug 24, 2023 08:46:00 PM",,,Widespread (No INV Comms) - PE Daily Production Confirmation (Meter Comparison)
Ridgeback,27670,"Aug 24, 2023 09:55:00 PM","Aug 24, 2023 09:50:00 PM",,Site offline with recloser open
NC Solar I,27674,"Aug 25, 2023 06:30:00 AM",,"Aug 30, 2023 08:10:00 AM", INV 1B - Offline
Sedberry Farm,27617,"Aug 25, 2023 07:09:00 AM",,,Mow array and spot spray as needed
Star,27616,"Aug 25, 2023 07:10:00 AM",,,"Mow/graze, spot spray as needed"
Nitro,27647,"Aug 25, 2023 07:11:00 AM",,,"Mow/graze, spot spray as needed"
Drift Creek,27668,"Aug 25, 2023 07:35:00 AM","Aug 25, 2023 01:12:00 PM",,Drift Creek - Site - Offline (Storm Event)
Brush Creek,27669,"Aug 25, 2023 07:35:00 AM","Aug 25, 2023 12:57:00 PM",,Brush Creek - Site - Offline (Storm Event)
Facile Solar,27232,"Aug 25, 2023 08:00:00 AM","Aug 30, 2023 01:00:00 PM","Aug 30, 2023 01:00:00 PM",Loy Farm - Green Street Carolinas UAV Inspection
Anderson,27666,"Aug 25, 2023 09:36:00 AM",,,"Heiolytics string repairs -INV 9 derating, 3 offline strings & 3 stalled trackers"
Valley Creek,27679,"Aug 25, 2023 09:45:00 AM",,,INV 1 offline with ground fault
Fort Rock Solar I,27676,"Aug 25, 2023 10:20:00 AM","Aug 26, 2023 12:10:00 PM",,Fort Rock I - INV 7 offline with DC overvoltage alarm
Albertson,27675,"Aug 25, 2023 10:30:00 AM","Aug 28, 2023 05:02:00 PM","Aug 29, 2023 07:19:00 AM", INV 4 - Offline (Door Open AC (E045)
Interstate,25293,"Aug 25, 2023 11:04:00 AM","Aug 08, 2023 04:37:00 PM",,Interstate - Blue Ridge Power UAV Inspection
Interstate,27667,"Aug 25, 2023 11:08:00 AM",,,"UAV Follow Up @ Interstate: 1 CB Offline, 2 Damaged Modules"
Atkinson 2,27672,"Aug 25, 2023 03:44:00 PM",,,Atkinson 2 - Modem - Remote Access
PCSP 3,27673,"Aug 25, 2023 04:09:00 PM",,,Burned connector under racking on row of CB C.06
Freemont,27677,"Aug 25, 2023 11:30:00 PM","Aug 26, 2023 08:45:00 AM",,Site offline
Bartow,27703,"Aug 26, 2023 07:00:00 AM","Aug 31, 2023 10:30:00 AM","Aug 31, 2023 01:01:00 PM",Mow array and spot spray as needed.
Riley Solar I,27681,"Aug 26, 2023 09:00:00 AM",,,Riley 7 offline with unspecified hardware fault
Tiburon,27688,"Aug 26, 2023 09:00:00 AM",,,"Tiburon A2-21, A2-22, A2-23, A2-24 offline"
Starvation Solar I,27685,"Aug 26, 2023 10:00:00 AM","Aug 28, 2023 05:00:00 PM",,"Starvation INV 5 an 7 not communicating, appear to be offline"
Lakeview,27680,"Aug 26, 2023 11:15:00 AM","Aug 26, 2023 12:20:00 PM",,Site offline with recloser open
Arba,27767,"Aug 26, 2023 11:20:00 AM",,,INV 2 (in DAS) offline
Lakeview,27682,"Aug 26, 2023 12:20:00 PM","Aug 27, 2023 06:56:00 PM",,Lakeview - All Inverters - Offline (Following grid outage)
Milo,27683,"Aug 26, 2023 05:15:00 PM","Aug 27, 2023 11:06:00 PM",,"Site offline with utility recloser open
"
Milo,27686,"Aug 26, 2023 11:30:00 PM","Aug 31, 2023 11:00:00 AM",,Site not communicating
Colton,27684,"Aug 26, 2023 11:45:00 PM","Aug 27, 2023 06:30:00 PM",,Colton site offline due to grid outage in the area
Freemont,27687,"Aug 27, 2023 08:34:00 AM",,,Freemont -no site comms
Riley Solar I,27714,"Aug 27, 2023 10:00:00 AM","Aug 28, 2023 01:35:00 PM",,INV 5 clipping at ~670 kW (Module 1 current values not reporting correctly)
Merrill,27689,"Aug 27, 2023 04:00:00 PM","Aug 27, 2023 05:15:00 PM",,Site offline due to utility trip and reclose
Bartow,27738,"Aug 27, 2023 06:45:00 PM","Sep 06, 2023 03:08:00 PM",,INV 1D-7 intermittently offline (Insulation Resistance Low)
Monroe Moore,27705,"Aug 27, 2023 08:00:00 PM","Aug 28, 2023 04:55:00 PM",,Site offline
Ridgeback,27711,"Aug 27, 2023 10:00:00 PM","Aug 28, 2023 08:15:00 AM",,Site offline due to grid disturbance
Freemont,27704,"Aug 28, 2023 12:00:00 AM","Aug 28, 2023 12:50:00 PM",,Freemont repeatedly offline
,27690,"Aug 28, 2023 07:00:00 AM",,,Landscaping East vegetative equipment hour meter reading entry
,27696,"Aug 28, 2023 07:00:00 AM",,"Aug 30, 2023 08:12:00 AM",Landscaping South vegetative equipment hour meter reading entry
Nitro,27716,"Aug 28, 2023 07:00:00 AM","Sep 08, 2023 02:05:00 PM",,"Nitro INV C offline with ""system fault cycling"" alarm"
Freemont,27718,"Aug 28, 2023 08:00:00 AM","Aug 28, 2023 03:15:00 PM",,INV C offline with ground fault
Mill Creek,27723,"Aug 28, 2023 09:00:00 AM",,,Mow array and buffer
Princeton,27887,"Aug 28, 2023 09:09:00 AM","Aug 29, 2023 09:10:00 AM",,Secure loose panels on site ahead of hurricane. 
"Sandy River Solar, LLC",27212,"Aug 28, 2023 10:00:00 AM","Aug 09, 2023 05:43:00 PM",,Sandy River - hep Petra Semi-Annual Inspection
Ridgeback,27722,"Aug 28, 2023 11:15:00 AM","Aug 28, 2023 03:35:00 PM",,Site offline with recloser open
Sophie,27712,"Aug 28, 2023 11:49:00 AM",,,Investigate coolant leaking from radiator. 
Woodsdale,27713,"Aug 28, 2023 11:55:00 AM",,,Severed EGCs on the exterior of Invs 1A.05 & 2C.04. 
Faison,27717,"Aug 28, 2023 01:00:00 PM","Aug 29, 2023 10:00:00 AM",,Faison INV 1 offline with Array fault PV ground overcurrent fault
Penny Hill,27715,"Aug 28, 2023 01:06:00 PM",,"Sep 01, 2023 12:00:00 PM",UAV Follow Up @ Penny Hill: 5 Damaged Modules
Pika,27237,"Aug 28, 2023 01:28:00 PM","Aug 08, 2023 01:29:00 PM",,Pika - Pine Gate Renewables UAV Inspection
,27719,"Aug 28, 2023 02:00:00 PM",,,One-time pull of meter & recloser settings from al sites
Sarah,27720,"Aug 28, 2023 02:54:00 PM","Sep 01, 2023 03:00:00 PM",,"Mow/graze, spot spray as needed"
Four Oaks,27721,"Aug 28, 2023 03:07:00 PM","Aug 29, 2023 12:00:00 PM",,Remove the pile of buffer tree debris from the woods outside that was left by CSS. 
Brush Creek,27724,"Aug 28, 2023 05:15:00 PM","Aug 29, 2023 12:51:00 PM",,Site offline
Drift Creek,27725,"Aug 28, 2023 05:15:00 PM","Aug 29, 2023 01:34:00 PM",,Site offline
Freemont,27533,"Aug 28, 2023 05:35:00 PM",,,Freemont - Duke MOA Self Inspection 
Sheep,27753,"Aug 29, 2023 12:14:00 AM",,,Sheep site not communicating
Fayetteville PWC,27733,"Aug 29, 2023 07:00:00 AM","Aug 29, 2023 04:30:00 PM","Aug 30, 2023 08:06:00 AM",INV 3 offline
NC Solar I,27776,"Aug 29, 2023 07:00:00 AM",,,INV 1B  offline 
Riley Solar I,27731,"Aug 29, 2023 09:00:00 AM","Aug 29, 2023 05:30:00 PM",,INV 7 offline
