Site Name,WO#,Fault/Event Start,Fault End,Date When Marked Complete/Incomplete,Description
West Newberry,29758,"Jan 18, 2024 08:42:00 AM",,,Complete RMA for Inv 05
West Newberry,29759,"Jan 18, 2024 08:45:00 AM",,,Complete RMA for Inv 25
Progress Energy - Sutton,29761,"Jan 18, 2024 11:34:00 AM",,,Inv 2_ZeroGen (Faults)
Anderson,29763,"Jan 18, 2024 12:48:00 PM","Jan 30, 2024 02:40:00 PM",,"Procure, install & configure trail cameras for site security. "
Star,29764,"Jan 18, 2024 01:11:00 PM",,,MOA INV updates
Gauss,29777,"Jan 18, 2024 01:15:00 PM","Jan 26, 2024 10:56:00 AM","Jan 26, 2024 02:03:00 PM",INV 1.1 - Not communicating in PowerTrack - now offline
Sophie,29765,"Jan 18, 2024 01:53:00 PM",,,MOA INV Updates
Owen,29768,"Jan 18, 2024 03:30:00 PM",,,MOA INV Updates
Davidson I,29767,"Jan 18, 2024 03:31:00 PM","Jan 19, 2024 01:30:00 PM",,Inverter 5 zero gen
Brightwood,29771,"Jan 19, 2024 04:15:00 AM","Jan 21, 2024 03:46:00 PM",,"Brightwood - Site - Offline (Storm Event, Grid Outage)"
,29754,"Jan 19, 2024 07:32:00 AM","Jan 19, 2024 03:00:00 PM",,Oil Change
Brightwood,29808,"Jan 19, 2024 10:00:00 AM","Jan 24, 2024 04:18:00 PM",,Replace and document modules blown off the racking
Rose Acre Solar Energy Storage,29784,"Jan 19, 2024 11:00:00 AM","Jan 23, 2024 04:39:00 PM","Jan 24, 2024 09:13:00 AM","West field
Strings    1.1, 1.5, 2.4, 2.10, 3.3, 3.5, 3.8, 3.10, 3.11, 4.3, 4.8, 6.4, 7.10, 10.9, 11.7, 11.10, 12.1, 13.1, 13.10
East field
Strings    17.8, 17.9, 19.7, 25.5, 28.5, 30.9, 33.2"
Rose Acre Solar Energy Storage,29810,"Jan 19, 2024 11:00:00 AM","Jan 25, 2024 10:36:00 AM","Jan 31, 2024 09:03:00 AM",Cradle on the racking broken- needs to be replaced -See FILES Tab note 2
Pecan,29774,"Jan 19, 2024 12:14:00 PM",,,"UAV Follow Up @ Pecan: 30 String Anomalies, "
Chiloquin,29776,"Jan 19, 2024 12:22:00 PM",,,INV 6.1 - Offline (Islanding)
Fort Rock Solar I,29778,"Jan 19, 2024 02:45:00 PM",,,INV 06 - Offline (Grounding Fault Device Code Repeat Fault)
Four Oaks,29798,"Jan 19, 2024 03:45:00 PM","Jan 23, 2024 11:30:00 AM",,INV 1 and 3 not communicating
Aulander,29779,"Jan 20, 2024 07:00:00 AM","Jan 29, 2024 03:02:00 PM","Jan 30, 2024 07:15:00 AM",INV 2 offline - no fault translated in AlsoEnergy
Sadiebrook,29795,"Jan 20, 2024 07:00:00 AM","Jan 22, 2024 10:02:00 AM","Jan 23, 2024 07:01:00 AM",Sadiebrook intermittent comms issues
Red Oak,29781,"Jan 21, 2024 03:35:00 AM","Jan 21, 2024 12:00:00 PM","Jan 21, 2024 06:24:00 PM",INV A1/A2/C2 not communicating - one inverter not producing (possibly C2)
Gold Mine,29780,"Jan 21, 2024 05:30:00 AM","Jan 22, 2024 10:45:00 AM",,Gold Mine site offline due to utility trip and reclose
County Home,29785,"Jan 21, 2024 07:00:00 AM","Jan 23, 2024 08:21:00 AM",,"INV 1.1 and 1.2 offline with Grid connection installation fault

"
1634,29782,"Jan 21, 2024 09:00:00 AM","Jan 26, 2024 02:04:00 PM","Jan 29, 2024 09:26:00 AM",INV 27 intermittently offline (Insulation Resistance Low)
Soluga IV,29797,"Jan 21, 2024 12:00:00 PM","Jan 23, 2024 10:00:00 AM","Jan 23, 2024 12:11:00 PM",INV 2 offline with phase imbalance
Brightwood,29783,"Jan 21, 2024 03:20:00 PM","Jan 22, 2024 06:44:00 PM",,Brightwood INV 1 offline following site outage - Frequency Abnormal
Woodsdale,29599,"Jan 22, 2024 07:03:00 AM","Feb 01, 2024 03:00:00 PM",,"Woodsdale - Alchemy Semi-annual Inspection

See Files tab for a list of which 25% of equipment to inspect for each inspection."
Wake RJ3 Solar Energy Storage,29725,"Jan 22, 2024 07:46:00 AM","Jan 22, 2024 02:00:00 PM",,Wake RJ3 Solar Energy Storage - NCEMC Semi-annual Inspection
Red Oak,29732,"Jan 22, 2024 08:00:00 AM","Jan 18, 2024 12:18:00 PM","Jan 26, 2024 03:40:00 PM", Annual Inspection
Exhibit Court,29872,"Jan 22, 2024 09:46:00 AM",,,Exhibit Court - Insurance Claim Follow-up
,29528,"Jan 22, 2024 09:47:00 AM",,,Truck #300 - State Inspection - HJ5687 / VIN 1FD8W3HT8HEC11586
Brightwood,29819,"Jan 22, 2024 10:00:00 AM",,,"Racking failure, broken welds"
Four Oaks,29796,"Jan 22, 2024 11:37:00 AM","Jan 23, 2024 02:23:00 PM",,"UAV Follow Up @ Four Oaks: 6 String Anomalies, 22 Damaged Modules"
Fort Rock Solar IV,29799,"Jan 22, 2024 12:15:00 PM","Jan 22, 2024 05:00:00 PM",,INV 6 offline
Princeton,29800,"Jan 22, 2024 02:00:00 PM",,,Pull meter energy data
Sarah,29801,"Jan 22, 2024 02:00:00 PM",,,Pull meter energy data
Rock Garden Collector Station,29803,"Jan 22, 2024 03:00:00 PM","Jan 22, 2024 05:30:00 PM",,OR30RF - Remote Desktop inaccessible 
Fayetteville PWC,29787,"Jan 23, 2024 08:00:00 AM","Jan 23, 2024 02:00:00 PM","Jan 23, 2024 03:52:00 PM",Fayetteville Solar - Semi Annual Inspection
,29805,"Jan 23, 2024 09:00:00 AM",,,Issues with breaks.
,29829,"Jan 23, 2024 10:00:00 AM","Jan 25, 2024 04:16:00 PM",,Cardinal PVsyst review
West Newberry,29806,"Jan 23, 2024 10:04:00 AM",,,Stalled tracker in array of Inv 14
Garner Solar,29807,"Jan 23, 2024 10:23:00 AM",,,Replace HMI and cooling inductor to reduce/eliminate reocurring operating fuses. 
Princeton,29809,"Jan 23, 2024 12:00:00 PM",,,"UAV Follow Up @ Princeton: 55 String Anomalies, 23 Damaged Modules"
Fort Rock Solar IV,29892,"Jan 23, 2024 12:00:00 PM",,,INV 6 underperforming (Grounding Fault)
Four Oaks,29811,"Jan 23, 2024 01:30:00 PM",,,Track RMA replacement for Inv B PSG240E
Cottonwood,29813,"Jan 23, 2024 07:45:00 PM","Jan 24, 2024 07:45:00 AM",,Cottonwood offline due to transfer trip
Garner Solar,29724,"Jan 24, 2024 07:08:00 AM","Jan 26, 2024 03:00:00 PM",,Garner Solar - Capital Broadcasting Semi-Annual Inspection 
Nitro,29812,"Jan 24, 2024 07:15:00 AM","Jan 24, 2024 02:00:00 PM",,INV B - Offline (System Fault DC subsystem fault not cleared)
Cottonwood,29792,"Jan 24, 2024 08:00:00 AM","Jan 24, 2024 12:33:00 PM","Jan 25, 2024 01:49:00 PM","Cottonwood - Alchemy Quarterly Inspection
SECTION B1

See Files tab for a list of which 25% of equipment to inspect for each inspection."
Facile Solar,29814,"Jan 24, 2024 09:10:00 AM","Jan 24, 2024 03:00:00 PM",,Attempt to restore Invs 1 or 2 by installing the Inv 3 VSE1 board and running a first time start-up. 
Sonne Two,29815,"Jan 24, 2024 10:56:00 AM","Jan 29, 2024 02:45:00 PM",,"UAV Follow Up @ Sonne II: 12 String Anomalies, 5 Modules w/ Electrical Damage."
,29721,"Jan 24, 2024 11:00:00 AM",,,Monthly CB check
Owen,29823,"Jan 24, 2024 11:00:00 AM","Jan 09, 2024 09:50:00 AM",,Owen site offline due to trip and reclose
Adams Neilson,29817,"Jan 24, 2024 11:30:00 AM",,,NTE 28 - J&M to Adams Neilson from 30 Jan to 02 Feb for MV location and excavation of fiber optic lines for repair
Strider,29849,"Jan 24, 2024 01:00:00 PM","Jan 30, 2024 02:00:00 PM",,Weather station 1 module temp reporting erroneous values
Faison,29820,"Jan 24, 2024 02:09:00 PM","Jan 26, 2024 01:30:00 PM",,INV 1 offline with Array Fault PV Ground Overcurrent
Chiloquin,29825,"Jan 24, 2024 05:15:00 PM",,,INV 3.02 offline (grid voltage is too low)
Colton,29876,"Jan 24, 2024 07:34:00 PM",,,Site is not communicating in PowerTrack
Jersey Solar,23809,"Jan 25, 2024 08:00:00 AM","Jan 25, 2024 10:30:00 AM","Jan 25, 2024 02:10:00 PM",Jersey - 5 Year Maintenance Requirement NESM 
Jersey Solar,29501,"Jan 25, 2024 08:00:00 AM",,,Jersey - 3 Year Maintenance Requirements Amber Infrastructure
Chiloquin,29844,"Jan 25, 2024 10:30:00 AM",,,INV 7.05 offline (islanding)
Brightwood,29828,"Jan 25, 2024 10:35:00 AM",,,INV 3 offline (Reversed Branch Over-Current)
Gastonia Solar,29857,"Jan 25, 2024 11:00:00 AM",,,INV 1.03.09 intermittently offline (current leakage detected)
County Home,29830,"Jan 25, 2024 04:00:00 PM","Jan 26, 2024 09:27:00 AM",,"INVs 1-7, 1-9, 2-7, 5-1, 5-4, 5-10, 6-2, 6-10, 7-3, 7-4, 8-3, & 8-10 offline (overcurrent single input)"
Tiburon,29831,"Jan 25, 2024 06:00:00 PM","Jan 25, 2024 06:29:00 PM",,Site offline (grid disturbance)
Garner Solar,29832,"Jan 25, 2024 07:00:00 PM","Jan 26, 2024 11:45:00 AM",,Phase 2 is not communicating
PCSP 3,29854,"Jan 26, 2024 02:30:00 AM",,,Site is intermittently not communicating
Lane,29835,"Jan 26, 2024 07:30:00 AM","Jan 27, 2024 10:40:00 AM","Jan 28, 2024 12:00:00 PM",INV 7 offline with Ground Fault
Freemont,29833,"Jan 26, 2024 07:52:00 AM",,,Purchase spare TMEIC CTs for Freemont/Mariposa
Gauss,29533,"Jan 26, 2024 08:00:00 AM","Jan 26, 2024 10:56:00 AM","Jan 26, 2024 02:04:00 PM",Gauss - 5 Year Maintenance Requirements Amber Infrastructure
Spring Creek Middle School,29731,"Jan 26, 2024 08:00:00 AM",,,"Spring Creek Middle School - Brady Semi-Annual Inspection

2023-08-24 DRE
PM Inspections paused indefinitely per client request while assets are waiting for replacement."
Gastonia Solar,29858,"Jan 26, 2024 08:00:00 AM",,,INV 2.08.20 intermittently offline (current leakage detected)
Chiloquin,29839,"Jan 26, 2024 10:00:00 AM",,,INV 3.13 offline (grid voltage is too low)
Innovative Solar 23,29836,"Jan 26, 2024 01:43:00 PM",,,Meet Cypress Creek on site to review erosion and fence line vegetation clearing 
NC Solar I,29838,"Jan 26, 2024 01:59:00 PM","Jan 31, 2024 02:16:00 PM","Jan 31, 2024 03:42:00 PM","UAV Follow Up : 52 String Anomalies, 90 Damaged Modules, 99 Failed Modules"
Chiloquin,29845,"Jan 26, 2024 02:45:00 PM",,,INV 7.14 offline (islanding)
Davidson I,29888,"Jan 26, 2024 03:00:00 PM","Jan 30, 2024 03:00:00 PM",, Inv. 7/ Meter 7_ZeroGen
Grantham Middle School,29865,"Jan 26, 2024 05:00:00 PM",,,"Grantham Middle School - Brady Semi-Annual Inspection 

2023-08-24 DRE
PM Inspections paused indefinitely per client request while assets are waiting for replacement."
Faison,29840,"Jan 26, 2024 05:30:00 PM",,,INV 1 offline (PV ground overcurrent)
Star,29842,"Jan 27, 2024 07:15:00 AM","Jan 27, 2024 03:00:00 PM",,Site is not communicating
Owen,29841,"Jan 27, 2024 07:45:00 AM","Jan 27, 2024 03:45:00 PM",,INV 2 offline (Pump Control Fault [CTW14])
Chiloquin,29846,"Jan 27, 2024 10:45:00 AM",,,INVs 3.10 & 3.15 offline (islanding)
Mattress Factory,29843,"Jan 27, 2024 11:30:00 AM","Jan 28, 2024 12:00:00 PM",,"Inverter 1 shutdown at 7:30 ET on 1/27/24 due to a ""DC Section Error""."
Dayton Cutoff,29847,"Jan 27, 2024 03:12:00 PM","Jan 27, 2024 06:23:00 PM",,Site offline (grid issue)
"Sesqui-C Solar, LLC",29856,"Jan 27, 2024 03:45:00 PM",,,Inverter 7-14 not communicating
Gauss,29851,"Jan 28, 2024 12:40:00 AM","Jan 28, 2024 08:20:00 AM",,Site offline
Ridgeback,29852,"Jan 28, 2024 01:55:00 AM","Jan 28, 2024 08:25:00 AM",,Site offline
Lane,29850,"Jan 28, 2024 07:30:00 AM","Jan 31, 2024 02:00:00 PM","Feb 02, 2024 07:15:00 AM",INV 7 offline (ground fault)
County Home,29855,"Jan 28, 2024 07:30:00 AM","Jan 28, 2024 02:35:00 PM",,INVs 5-10 & 7-04 offline (Overcurrrent single input)
West Newberry,29903,"Jan 28, 2024 08:00:00 AM","Feb 01, 2024 08:33:00 AM",,Trackers stalled flat
Chiloquin,29853,"Jan 28, 2024 10:30:00 AM",,,INV 6.13 offline (islanding)
Gauss,29870,"Jan 29, 2024 12:30:00 AM","Jan 29, 2024 07:50:00 AM",,Gauss - Site - Offline (Transfer Trip)
Sedberry Farm,29869,"Jan 29, 2024 07:32:00 AM","Jan 29, 2024 12:00:00 PM","Jan 29, 2024 12:00:00 PM",Sedberry Farm - Amber Infrastructure/Exus UAV Inspection
Cottonwood,29871,"Jan 29, 2024 08:09:00 AM","Jan 29, 2024 08:47:00 AM",,Cottonwood - Site - Offline (Transfer Trip)
PCSP 3,29873,"Jan 29, 2024 09:58:00 AM","Jan 30, 2024 03:00:00 PM",,"Disconnected HRs throughout the array. Locate, document string ID, re-terminate and verify/record production. "
Agate Bay,29875,"Jan 29, 2024 10:00:00 AM","Jan 29, 2024 02:40:00 PM",,Escort USFWS
1634,29874,"Jan 29, 2024 10:04:00 AM",,,"1634 Zone Controller - can't login ""failed to get MQQT status"""
Chiloquin,29886,"Jan 29, 2024 10:30:00 AM",,,"INVs 3.04, 4.11, & 7.15 offline (islanding)"
Strider,29885,"Jan 29, 2024 11:45:00 AM","Jan 30, 2024 12:45:00 PM",,INV 3B offline (Phase Imbalance)
Sarah,29877,"Jan 29, 2024 12:00:00 PM",,,Site offline - meter package damaged during re-energization of site
Locust Grove,29878,"Jan 29, 2024 01:17:00 PM",,,Replace rusting EGC lugs at the inverters and racking connections. 
Gauss,29887,"Jan 29, 2024 01:45:00 PM","Jan 29, 2024 03:56:00 PM",,Gauss - Site - Offline (Transfer Trip)
Target - T2080 - CHARLOTTE,29880,"Jan 29, 2024 01:53:00 PM",,,Target - T2080 - Charlotte - Sitewide Comms Loss (check SOW on SiteCapture).
Target - T1794 - Briarcreek Pkwy Raleigh,29881,"Jan 29, 2024 01:57:00 PM",,,Target - T1794 - Briarcreek Pkwy Raleigh (check SOW on SiteCapture).
"Target - T2785 - GRAND HILL PL, HOLLY SPRINGS",29882,"Jan 29, 2024 02:03:00 PM",,,"Target - T2785 - GRAND HILL PL, HOLLY SPRINGS - Sitewide comms loss (check SOW in Site Capture)"
"Target - T2168 - RALEIGH ROAD PKWY W, WILSON",29884,"Jan 29, 2024 02:15:00 PM",,,"Target - T2168 - RALEIGH ROAD PKWY W, WILSON - Sitewide Comms Loss (check SOW on SiteCapture)."
,29524,"Jan 29, 2024 02:53:00 PM",,,Vehicle Quarterly Inspection - VEH-108
Dayton Cutoff,29891,"Jan 29, 2024 03:09:00 PM",,,Site offline (pending grid repairs)
Chiloquin,29893,"Jan 29, 2024 03:20:00 PM",,,INV 6.03 offline (grid voltage is too low)
Jersey Solar,29889,"Jan 29, 2024 03:44:00 PM","Jan 30, 2024 02:00:00 PM","Jan 30, 2024 02:00:00 PM",Jersey - Amber Infrastructure/Exus UAV Inspection
NC Solar II,29890,"Jan 29, 2024 03:45:00 PM","Jan 30, 2024 02:00:00 PM","Jan 30, 2024 02:00:00 PM",NC Solar II - Amber Infrastructure/Radian UAV Inspection
Red Oak,29899,"Jan 29, 2024 06:45:00 PM","Feb 01, 2024 02:00:00 PM","Feb 02, 2024 07:16:00 AM",INV C1 is not communicating
Red Oak,29900,"Jan 29, 2024 06:45:00 PM",,,INV C1 Production Confirmation Tracking
Weaver,29895,"Jan 30, 2024 04:58:00 AM","Jan 30, 2024 08:41:00 AM",,Site offline (Duke testing)
Weaver,29896,"Jan 30, 2024 10:44:00 AM",,,Weaver Tracker Issues: 4 total issues affecting 6.3% of the site
Bighorn,29897,"Jan 30, 2024 11:40:00 AM",,,Big Horn Tracker Issues - 9 total issues affecting 1.1% of the site
Brush Creek,29898,"Jan 30, 2024 12:00:00 PM",,,Tracker Issues: 4 total issues affecting 3.6% of the site.
County Home,29911,"Jan 30, 2024 12:43:00 PM",,,INV 4.03 - Offline (Breaker Issue)
"Linkville Solar, LLC",29775,"Jan 30, 2024 12:48:00 PM",,,Please be onsite with extendo stick to close in knife blades. 
Collier,29901,"Jan 30, 2024 01:11:00 PM",,,"Collier Tracker Issue: NCU 1A all trackers stuck in ""Manual"" mode"
Agate Bay,29905,"Jan 31, 2024 01:15:00 AM","Jan 31, 2024 11:47:00 AM",,Site offline (grid disturbance)
EMJ Solar,29790,"Jan 31, 2024 07:03:00 AM",,,EMJ - City of Raleigh Semi-Annual Inspection 
,29906,"Jan 31, 2024 09:09:00 AM",,,"Grantham Middle School - Brady Annual Inspection 

2023-08-24 DRE
PM Inspections paused indefinitely per client request while assets are waiting for replacement."
Cottonwood,29909,"Jan 31, 2024 10:45:00 AM","Jan 31, 2024 11:30:00 AM",,Cottonwood - Site - Offline (Transfer Trip)
Sedberry Farm,29907,"Jan 31, 2024 10:50:00 AM",,,UAV Follow Up @ Sedberry Farm: 3 Damaged Modules
Chiloquin,29910,"Jan 31, 2024 11:00:00 AM",,,INVs 3.11 & 7.12 offline (islanding)
Faison,29908,"Jan 31, 2024 11:26:00 AM",,,"Locate, document, remove and replace broken modules on strings with Spark installed jumpers. "
Bartow,29914,"Jan 31, 2024 12:55:00 PM","Jan 31, 2024 01:45:00 PM",,Site offline
Sophie,29916,"Jan 31, 2024 01:35:00 PM","Jan 31, 2024 10:00:00 PM",,Site is not communicating
Lyons,29915,"Jan 31, 2024 03:51:00 PM",,,"Team of Two will spend three days on site completing a visual inspection& document the location of red or white rust on the racking.
"
